At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,Son Kosu Zemin Durumu,Birinciden 5sn+,Birinciden Fark Sn,At Profili,Eslesme
HAMA DESTINATION,,6.02,1400,Sentetik,58,54,İstanbul,3,104250,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %14, on-grup %57, onde %29.",0/7 (0%) | 1/7 (14%) | 4/7 (57%) | 2/7 (29%),,,0.32,https://yenibeygir.com/at/104250/hama-destination,bulundu
MAGICAL FLOWER,,6.05,1500,Sentetik,58,55.5,İstanbul,10,102569,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %50, arka-grup %0, on-grup %25, onde %25.",2/4 (50%) | 0/4 (0%) | 1/4 (25%) | 1/4 (25%),,,0.00,https://yenibeygir.com/at/102569/magical-flower,bulundu
HOLD FAST,,6.10,2000,Sentetik,58,55.7,İstanbul,5,102530,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %45, on-grup %27, onde %18.",1/11 (9%) | 5/11 (45%) | 3/11 (27%) | 2/11 (18%),,,0.62,https://yenibeygir.com/at/102530/hold-fast,bulundu
LADYBIRD,,6.18,2000,Sentetik,58,55,İstanbul,7,104349,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %10, on-grup %60, onde %10.",2/10 (20%) | 1/10 (10%) | 6/10 (60%) | 1/10 (10%),,,2.12,https://yenibeygir.com/at/104349/ladybird,bulundu
GRACE OF GOD,,6.26,1600,Çim,58,55.5,İstanbul,2,101435,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %62, onde %38.",0/8 (0%) | 0/8 (0%) | 5/8 (62%) | 3/8 (38%),"Ağır Çim (5,6)",,0.49,https://yenibeygir.com/at/101435/grace-of-god,bulundu
,5. Koşu,,,,,,,,,,,,,,,,,
BY TÜRKOĞLU,,6.52,1500,Sentetik,58,58,İstanbul,3,103250,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %29, arka-grup %43, on-grup %29, onde %0.",4/14 (29%) | 6/14 (43%) | 4/14 (29%) | 0/14 (0%),,,0.00,https://yenibeygir.com/at/103250/by-turkoglu,bulundu
İLKERHAN,,6.52,1400,Kum,58,58,İzmir,7,103358,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %9, on-grup %82, onde %9.",0/11 (0%) | 1/11 (9%) | 9/11 (82%) | 1/11 (9%),,,0.00,https://yenibeygir.com/at/103358/ilkerhan,bulundu
KAYIPSIZ,,6.54,1500,Sentetik,58,58,İstanbul,8,101148,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %36, on-grup %64, onde %0.",0/11 (0%) | 4/11 (36%) | 7/11 (64%) | 0/11 (0%),,,0.37,https://yenibeygir.com/at/101148/kayipsiz,bulundu
GÖKMETE,,6.55,1500,Sentetik,58,58,İstanbul,6,102299,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %44, on-grup %56, onde %0.",0/9 (0%) | 4/9 (44%) | 5/9 (56%) | 0/9 (0%),,,0.41,https://yenibeygir.com/at/102299/gokmete,bulundu
BAY MIRIK,,6.59,1500,Sentetik,58,58,İstanbul,2,101223,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %18, arka-grup %45, on-grup %36, onde %0.",2/11 (18%) | 5/11 (45%) | 4/11 (36%) | 0/11 (0%),,,1.14,https://yenibeygir.com/at/101223/bay-mirik,bulundu
TİRİLYE KARTALI,,6.60,2100,Sentetik,58,58,Antalya,9,101918,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %7, on-grup %80, onde %7.",1/15 (7%) | 1/15 (7%) | 12/15 (80%) | 1/15 (7%),,,0.75,https://yenibeygir.com/at/101918/tirilye-kartali,bulundu
CEMHAN,,6.72,1400,Kum,58,55.7,Bursa,4,105118,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %12, on-grup %38, onde %50.",0/8 (0%) | 1/8 (12%) | 3/8 (38%) | 4/8 (50%),Sulu,,0.00,https://yenibeygir.com/at/105118/cemhan,bulundu
GÖKIRMAK,,6.74,1400,Kum,58,58,Antalya,5,102614,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %75, on-grup %25, onde %0.",0/12 (0%) | 9/12 (75%) | 3/12 (25%) | 0/12 (0%),,,0.20,https://yenibeygir.com/at/102614/gokirmak,bulundu
ALİ AL MAQAM,,6.88,1400,Kum,58,56,İstanbul,1,101352,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %30, on-grup %30, onde %0.",8/20 (40%) | 6/20 (30%) | 6/20 (30%) | 0/20 (0%),,,0.00,https://yenibeygir.com/at/101352/ali-al-maqam,bulundu
,6. Koşu,,,,,,,,,,,,,,,,,
SHE IS APPROVED,,5.83,1400,Kum,59,57,İstanbul,3,94352,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %14, arka-grup %14, on-grup %62, onde %10.",3/21 (14%) | 3/21 (14%) | 13/21 (62%) | 2/21 (10%),,,0.77,https://yenibeygir.com/at/94352/she-is-approved,bulundu
İPHİKLOS,,5.85,2000,Sentetik,58,58,İstanbul,7,101182,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %13, on-grup %73, onde %7.",1/15 (7%) | 2/15 (13%) | 11/15 (73%) | 1/15 (7%),,,0.00,https://yenibeygir.com/at/101182/iphiklos,bulundu
WIN HER LOVE,,5.87,1400,Sentetik,59,57,İstanbul,5,96627,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %28, on-grup %38, onde %28.",2/29 (7%) | 8/29 (28%) | 11/29 (38%) | 8/29 (28%),,,0.26,https://yenibeygir.com/at/96627/win-her-love,bulundu
OPERASYON,,5.88,1400,Sentetik,59,55.5,İstanbul,2,92772,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %41, arka-grup %28, on-grup %28, onde %3.",13/32 (41%) | 9/32 (28%) | 9/32 (28%) | 1/32 (3%),,,0.15,https://yenibeygir.com/at/92772/operasyon,bulundu
LA SPEZIA,,5.90,1400,Sentetik,58,57.5,İstanbul,8,99575,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %5, on-grup %77, onde %9.",2/22 (9%) | 1/22 (5%) | 17/22 (77%) | 2/22 (9%),,,0.77,https://yenibeygir.com/at/99575/la-spezia,bulundu
SHIROKE,,5.99,1500,Sentetik,59,56.5,İstanbul,4,95223,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %21, on-grup %63, onde %16.",0/19 (0%) | 4/19 (21%) | 12/19 (63%) | 3/19 (16%),,,0.96,https://yenibeygir.com/at/95223/shiroke,bulundu
AMAZING TOUCH,,6.15,1600,Çim,58,58,İstanbul,6,97306,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %23, arka-grup %46, on-grup %31, onde %0.",3/13 (23%) | 6/13 (46%) | 4/13 (31%) | 0/13 (0%),"Ağır Çim (5,3)",,0.00,https://yenibeygir.com/at/97306/amazing-touch,bulundu
LAVENDER,,6.18,2000,Sentetik,59,60,İstanbul,1,91012,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %6, arka-grup %25, on-grup %50, onde %19.",2/32 (6%) | 8/32 (25%) | 16/32 (50%) | 6/32 (19%),,X,5.63,https://yenibeygir.com/at/91012/lavender,bulundu
,7. Koşu,,,,,,,,,,,,,,,,,
BİRORDU,,geçersiz,,,57,,,1,106093,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106093/birordu,bulundu
IMPERATORE,,geçersiz,,,57,,,2,106555,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106555/imperatore,bulundu
INDIANA JONES,,geçersiz,,,57,,,3,105431,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/105431/indiana-jones,bulundu
KING CEMİL,,geçersiz,,,57,,,4,106171,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106171/king-cemil,bulundu
LEONTES,,geçersiz,,,57,,,5,106556,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106556/leontes,bulundu
RAPID SHOT,,geçersiz,,,57,,,6,106550,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106550/rapid-shot,bulundu
ART OF VICTORY,,geçersiz,,,55,,,7,106612,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/106612/art-of-victory,bulundu
,8. Koşu,,,,,,,,,,,,,,,,,
EFLAH,,6.61,2000,Sentetik,56.5,59,İstanbul,2,99034,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %16, arka-grup %52, on-grup %32, onde %0.",5/31 (16%) | 16/31 (52%) | 10/31 (32%) | 0/31 (0%),,,0.76,https://yenibeygir.com/at/99034/eflah,bulundu
ÇELİKGİLLER,,6.71,1500,Sentetik,58,60,İstanbul,1,101365,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %11, on-grup %42, onde %11.",7/19 (37%) | 2/19 (11%) | 8/19 (42%) | 2/19 (11%),,,0.00,https://yenibeygir.com/at/101365/celikgiller,bulundu
HÜKÜM,,6.71,2000,Sentetik,56.5,57.5,İstanbul,3,93217,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %72, arka-grup %19, on-grup %8, onde %0.",26/36 (72%) | 7/36 (19%) | 3/36 (8%) | 0/36 (0%),,,0.67,https://yenibeygir.com/at/93217/hukum,bulundu
NİĞBOLU,,6.71,2000,Sentetik,56.5,56.5,İstanbul,4,78704,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %9, arka-grup %40, on-grup %49, onde %1.",8/89 (9%) | 36/89 (40%) | 44/89 (49%) | 1/89 (1%),,,0.48,https://yenibeygir.com/at/78704/nigbolu,bulundu
ŞIKTURBO,,6.71,1500,Sentetik,56.5,56,Antalya,6,95163,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %4, arka-grup %27, on-grup %50, onde %19.",1/26 (4%) | 7/26 (27%) | 13/26 (50%) | 5/26 (19%),,,0.07,https://yenibeygir.com/at/95163/sikturbo,bulundu
GÖKSAGUN,,6.91,2000,Kum,56,63,İstanbul,7,102631,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %0, on-grup %83, onde %8.",1/12 (8%) | 0/12 (0%) | 10/12 (83%) | 1/12 (8%),,,0.00,https://yenibeygir.com/at/102631/goksagun,bulundu
ÖZÜDOĞRU,,6.91,2000,Sentetik,56.5,57.3,İstanbul,8,81046,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %30, on-grup %48, onde %4.",12/69 (17%) | 21/69 (30%) | 33/69 (48%) | 3/69 (4%),,,4.74,https://yenibeygir.com/at/81046/ozudogru,bulundu
SANPMAN,,7.03,2100,Sentetik,53,53.8,İstanbul,5,97622,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %3, arka-grup %9, on-grup %31, onde %57.",1/35 (3%) | 3/35 (9%) | 11/35 (31%) | 20/35 (57%),,X,9.56,https://yenibeygir.com/at/97622/sanpman,bulundu
