At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,Son Kosu Zemin Durumu,Birinciden 5sn+,Birinciden Fark Sn,At Profili,Eslesme
AHSEN SULTAN,,geçersiz,,,51,,,2,106310,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),,,,https://yenibeygir.com/at/106310/ahsen-sultan,bulundu
LADY ESİN,,geçersiz,,,55,,,3,105832,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",1/1 (100%) | 0/1 (0%) | 0/1 (0%) | 0/1 (0%),,,,https://yenibeygir.com/at/105832/lady-esin,bulundu
LEOPARDESS,,geçersiz,,,55,,,4,105595,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %0, onde %100.",0/1 (0%) | 0/1 (0%) | 0/1 (0%) | 1/1 (100%),,,,https://yenibeygir.com/at/105595/leopardess,bulundu
NEVER SAY NO,,geçersiz,,,55,,,5,106303,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),,,,https://yenibeygir.com/at/106303/never-say-no,bulundu
PİSA BY PİSANO,,geçersiz,,,55,,,6,106308,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",1/1 (100%) | 0/1 (0%) | 0/1 (0%) | 0/1 (0%),,,,https://yenibeygir.com/at/106308/pisa-by-pisano,bulundu
,3. Koşu,,,,,,,,,,,,,,,,,
LE ROI DANSE,,5.99,1900,Kum,50,57.5,İzmir,11,94710,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %9, on-grup %80, onde %3.",3/35 (9%) | 3/35 (9%) | 28/35 (80%) | 1/35 (3%),,,0.00,https://yenibeygir.com/at/94710/le-roi-danse,bulundu
AEGEAN QUEEN,,6.06,1400,Kum,55.5,56.1,İzmir,6,94523,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %20, arka-grup %32, on-grup %44, onde %4.",5/25 (20%) | 8/25 (32%) | 11/25 (44%) | 1/25 (4%),,,1.08,https://yenibeygir.com/at/94523/aegean-queen,bulundu
QUANTUM OF SOLACE,,6.11,1600,Kum,59,58,İzmir,2,98627,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %11, arka-grup %21, on-grup %58, onde %11.",2/19 (11%) | 4/19 (21%) | 11/19 (58%) | 2/19 (11%),Nem,,2.50,https://yenibeygir.com/at/98627/quantum-of-solace,bulundu
ATOMİC FORCE,,6.11,1600,Kum,50,59,İzmir,10,100926,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %6, arka-grup %11, on-grup %56, onde %28.",1/18 (6%) | 2/18 (11%) | 10/18 (56%) | 5/18 (28%),,,1.09,https://yenibeygir.com/at/100926/atomic-force,bulundu
LA BOMBONERA,,6.13,1400,Kum,57.5,51,İzmir,3,90060,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %28, on-grup %57, onde %7.",4/54 (7%) | 15/54 (28%) | 31/54 (57%) | 4/54 (7%),,,0.00,https://yenibeygir.com/at/90060/la-bombonera,bulundu
BÜLENT,,6.15,1200,Sentetik,61,59,Antalya,1,86494,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %36, on-grup %57, onde %0.",8/120 (7%) | 43/120 (36%) | 69/120 (57%) | 0/120 (0%),,,1.26,https://yenibeygir.com/at/86494/bulent,bulundu
BERİD,,6.16,1900,Kum,55.5,59.5,İzmir,4,96689,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %62, arka-grup %32, on-grup %6, onde %0.",39/63 (62%) | 20/63 (32%) | 4/63 (6%) | 0/63 (0%),,,2.63,https://yenibeygir.com/at/96689/berid,bulundu
MANCUNIAN BEDİİ,,6.21,1600,Kum,58,57.5,İzmir,5,95372,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %13, on-grup %61, onde %21.",2/38 (5%) | 5/38 (13%) | 23/38 (61%) | 8/38 (21%),Nem,,3.04,https://yenibeygir.com/at/95372/mancunian-bedii,bulundu
HUMAN TORCH,,6.23,1400,Kum,51,60,İzmir,9,93314,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %16, on-grup %73, onde %11.",0/37 (0%) | 6/37 (16%) | 27/37 (73%) | 4/37 (11%),,,3.96,https://yenibeygir.com/at/93314/human-torch,bulundu
CAN SADİ,,6.27,1400,Kum,53.5,59,İzmir,7,99706,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %13, arka-grup %22, on-grup %61, onde %4.",3/23 (13%) | 5/23 (22%) | 14/23 (61%) | 1/23 (4%),,,3.43,https://yenibeygir.com/at/99706/can-sadi,bulundu
EASTERN EXPRESS,,6.40,2400,Çim,51,58.5,İzmir,8,99874,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %14, on-grup %57, onde %21.",1/14 (7%) | 2/14 (14%) | 8/14 (57%) | 3/14 (21%),,X,10.24,https://yenibeygir.com/at/99874/eastern-express,bulundu
ÇİFTÇİ,,6.42,1900,Kum,50,57.7,İzmir,13,99418,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %6, arka-grup %17, on-grup %33, onde %44.",1/18 (6%) | 3/18 (17%) | 6/18 (33%) | 8/18 (44%),,X,6.22,https://yenibeygir.com/at/99418/ciftci,bulundu
SON ELÇİ,,6.49,2100,Kum,50,52,İzmir,12,96217,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %68, arka-grup %23, on-grup %10, onde %0.",21/31 (68%) | 7/31 (23%) | 3/31 (10%) | 0/31 (0%),Nem,X,9.91,https://yenibeygir.com/at/96217/son-elci,bulundu
,4. Koşu,,,,,,,,,,,,,,,,,
İMGE TAY,,6.67,2000,Çim,55,56,İzmir,8,98147,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %16, arka-grup %53, on-grup %32, onde %0.",3/19 (16%) | 10/19 (53%) | 6/19 (32%) | 0/19 (0%),,,0.00,https://yenibeygir.com/at/98147/imge-tay,bulundu
MİKSER,,6.67,1200,Çim,52,54.5,İzmir,13,85552,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %3, arka-grup %11, on-grup %57, onde %29.",3/105 (3%) | 12/105 (11%) | 60/105 (57%) | 30/105 (29%),,,0.64,https://yenibeygir.com/at/85552/mikser,bulundu
ŞAH DRAGON,,6.68,2100,Kum,60,57.5,Bursa,2,86072,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %12, arka-grup %33, on-grup %55, onde %0.",13/107 (12%) | 35/107 (33%) | 59/107 (55%) | 0/107 (0%),,,0.32,https://yenibeygir.com/at/86072/sah-dragon,bulundu
JÖN ROME,,6.69,2000,Kum,53.5,58,İzmir,5,101708,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %21, arka-grup %57, on-grup %14, onde %7.",3/14 (21%) | 8/14 (57%) | 2/14 (14%) | 1/14 (7%),,,0.92,https://yenibeygir.com/at/101708/jon-rome,bulundu
ÖZGÜNSULTAN,,6.71,1400,Kum,53,59,İzmir,12,97672,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %66, arka-grup %29, on-grup %6, onde %0.",23/35 (66%) | 10/35 (29%) | 2/35 (6%) | 0/35 (0%),Nem,,2.04,https://yenibeygir.com/at/97672/ozgunsultan,bulundu
KATI ZEYNEL,,6.73,1200,Çim,59,56,İzmir,4,95218,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %13, arka-grup %18, on-grup %69, onde %0.",6/45 (13%) | 8/45 (18%) | 31/45 (69%) | 0/45 (0%),,,0.71,https://yenibeygir.com/at/95218/kati-zeynel,bulundu
KOŞAN NUR,,6.73,1400,Sentetik,56,58.5,İstanbul,11,93021,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %31, arka-grup %51, on-grup %18, onde %0.",20/65 (31%) | 33/65 (51%) | 12/65 (18%) | 0/65 (0%),,,0.00,https://yenibeygir.com/at/93021/kosan-nur,bulundu
UZUN TAY,,6.74,1900,Çim,57,52.9,İzmir,3,93281,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %11, arka-grup %47, on-grup %43, onde %0.",5/47 (11%) | 22/47 (47%) | 20/47 (43%) | 0/47 (0%),,,1.89,https://yenibeygir.com/at/93281/uzun-tay,bulundu
SUFLE,,6.74,1900,Çim,56,54.5,İzmir,6,87548,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %18, arka-grup %42, on-grup %39, onde %0.",17/92 (18%) | 39/92 (42%) | 36/92 (39%) | 0/92 (0%),,,2.54,https://yenibeygir.com/at/87548/sufle,bulundu
TURBO KING,,6.80,1200,Çim,60,54,İzmir,1,97999,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %12, arka-grup %26, on-grup %47, onde %15.",4/34 (12%) | 9/34 (26%) | 16/34 (47%) | 5/34 (15%),,,1.17,https://yenibeygir.com/at/97999/turbo-king,bulundu
ASTEKPORT,,6.82,1400,Sentetik,52,58,Antalya,10,101299,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %62, arka-grup %27, on-grup %12, onde %0.",16/26 (62%) | 7/26 (27%) | 3/26 (12%) | 0/26 (0%),,,2.27,https://yenibeygir.com/at/101299/astekport,bulundu
PONÇİKTAY,,7.02,2000,Kum,50.5,57.2,Antalya,14,93240,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %26, arka-grup %43, on-grup %29, onde %2.",23/90 (26%) | 39/90 (43%) | 26/90 (29%) | 2/90 (2%),,X,9.24,https://yenibeygir.com/at/93240/ponciktay,bulundu
VODA,,7.22,1400,Kum,50,56,İzmir,7,95026,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %2, arka-grup %2, on-grup %40, onde %55.",1/40 (2%) | 1/40 (2%) | 16/40 (40%) | 22/40 (55%),Nem,X,8.25,https://yenibeygir.com/at/95026/voda,bulundu
NALDÖKENLİ,,7.31,2000,Kum,55,59.5,İzmir,9,85377,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %0, on-grup %40, onde %53.",3/45 (7%) | 0/45 (0%) | 18/45 (40%) | 24/45 (53%),Nem,X,11.87,https://yenibeygir.com/at/85377/naldokenli,bulundu
,5. Koşu,,,,,,,,,,,,,,,,,
WAR STORM,,6.15,1900,Kum,54,55.9,İzmir,5,104580,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/4 (0%) | 0/4 (0%) | 4/4 (100%) | 0/4 (0%),Sulu,,0.58,https://yenibeygir.com/at/104580/war-storm,bulundu
PHANTOM STRIKE,,6.23,2000,Kum,57,58.5,İzmir,1,102748,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %23, on-grup %31, onde %46.",0/13 (0%) | 3/13 (23%) | 4/13 (31%) | 6/13 (46%),,,0.81,https://yenibeygir.com/at/102748/phantom-strike,bulundu
PATPAT,,6.26,1800,Çim,58,61,İzmir,2,103767,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %15, arka-grup %15, on-grup %54, onde %15.",2/13 (15%) | 2/13 (15%) | 7/13 (54%) | 2/13 (15%),,,0.00,https://yenibeygir.com/at/103767/patpat,bulundu
PERFECTION,,6.26,1800,Çim,54,54,İzmir,4,103398,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %10, arka-grup %30, on-grup %50, onde %10.",1/10 (10%) | 3/10 (30%) | 5/10 (50%) | 1/10 (10%),,,0.23,https://yenibeygir.com/at/103398/perfection,bulundu
STRONG WIND,,6.30,1800,Çim,52,56,İzmir,7,104311,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %20, on-grup %60, onde %20.",0/5 (0%) | 1/5 (20%) | 3/5 (60%) | 1/5 (20%),,,2.74,https://yenibeygir.com/at/104311/strong-wind,bulundu
LAST FORCE,,6.31,1200,Kum,53,55.5,İzmir,6,103376,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %14, on-grup %57, onde %21.",1/14 (7%) | 2/14 (14%) | 8/14 (57%) | 3/14 (21%),,,2.02,https://yenibeygir.com/at/103376/last-force,bulundu
BURNING HEART,,6.34,2000,Kum,56,53.1,İzmir,3,103685,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %14, arka-grup %57, on-grup %29, onde %0.",1/7 (14%) | 4/7 (57%) | 2/7 (29%) | 0/7 (0%),,,2.29,https://yenibeygir.com/at/103685/burning-heart,bulundu
,6. Koşu,,,,,,,,,,,,,,,,,
AHUU ATA,,6.50,1400,Kum,56.5,59,İzmir,4,100887,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %44, arka-grup %44, on-grup %11, onde %0.",12/27 (44%) | 12/27 (44%) | 3/27 (11%) | 0/27 (0%),Nem,,0.50,https://yenibeygir.com/at/100887/ahuu-ata,bulundu
BELKIS ANA,,6.54,1400,Sentetik,59.5,57,İstanbul,2,93012,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %12, arka-grup %29, on-grup %57, onde %2.",6/51 (12%) | 15/51 (29%) | 29/51 (57%) | 1/51 (2%),,,0.00,https://yenibeygir.com/at/93012/belkis-ana,bulundu
YAŞARSERAP,,6.58,2100,Sentetik,59.5,60.5,Antalya,3,93028,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %11, arka-grup %23, on-grup %40, onde %26.",6/57 (11%) | 13/57 (23%) | 23/57 (40%) | 15/57 (26%),,,0.01,https://yenibeygir.com/at/93028/yasarserap,bulundu
KIVILCIM ATEŞİ,,6.64,1900,Kum,61,58,İzmir,1,101710,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %4, arka-grup %43, on-grup %52, onde %0.",1/23 (4%) | 10/23 (43%) | 12/23 (52%) | 0/23 (0%),Nem,,2.04,https://yenibeygir.com/at/101710/kivilcim-atesi,bulundu
GÜLERYÜZ,,6.64,1400,Kum,54,54,İzmir,8,103777,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %33, onde %67.",0/6 (0%) | 0/6 (0%) | 2/6 (33%) | 4/6 (67%),,,0.31,https://yenibeygir.com/at/103777/guleryuz,bulundu
SİLAHLIKIZ,,6.66,1400,Kum,55.5,53.5,İzmir,12,95094,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %44, arka-grup %36, on-grup %20, onde %0.",11/25 (44%) | 9/25 (36%) | 5/25 (20%) | 0/25 (0%),Nem,,2.11,https://yenibeygir.com/at/95094/silahlikiz,bulundu
KURŞUNİLİ,,6.75,1900,Çim,55.5,58,Ankara,11,90330,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %30, arka-grup %41, on-grup %30, onde %0.",13/44 (30%) | 18/44 (41%) | 13/44 (30%) | 0/44 (0%),,,0.42,https://yenibeygir.com/at/90330/kursunili,bulundu
ANEMON ÇİÇEĞİ,,6.76,1200,Çim,55.5,55,İzmir,5,91031,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %27, arka-grup %47, on-grup %27, onde %0.",17/64 (27%) | 30/64 (47%) | 17/64 (27%) | 0/64 (0%),,,3.34,https://yenibeygir.com/at/91031/anemon-cicegi,bulundu
ERVANUR,,6.77,1200,Çim,55.5,53.5,İzmir,7,98260,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/98260/ervanur,bulundu
HAS CEYLAN,,6.92,1400,Sentetik,55.5,53,Antalya,9,98263,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %9, arka-grup %13, on-grup %52, onde %26.",2/23 (9%) | 3/23 (13%) | 12/23 (52%) | 6/23 (26%),Isl,X,5.07,https://yenibeygir.com/at/98263/has-ceylan,bulundu
DESTE KIZIM,,6.97,1400,Sentetik,55.5,60.5,Antalya,6,89118,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %34, arka-grup %40, on-grup %26, onde %0.",16/47 (34%) | 19/47 (40%) | 12/47 (26%) | 0/47 (0%),,X,5.41,https://yenibeygir.com/at/89118/deste-kizim,bulundu
HUMAY KIZIM,,7.53,2000,Kum,55.5,50.5,İzmir,10,96522,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %19, onde %81.",0/57 (0%) | 0/57 (0%) | 11/57 (19%) | 46/57 (81%),Sulu,X,20.38,https://yenibeygir.com/at/96522/humay-kizim,bulundu
,7. Koşu,,,,,,,,,,,,,,,,,
YENİBEY,,6.52,1900,Kum,57,56,İzmir,1,103985,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,https://yenibeygir.com/at/103985/yenibey,bulundu
TİMBİRBİKE,,6.52,1400,Kum,52,58.5,Bursa,6,103073,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %10, on-grup %80, onde %5.",1/20 (5%) | 2/20 (10%) | 16/20 (80%) | 1/20 (5%),,,1.15,https://yenibeygir.com/at/103073/timbirbike,bulundu
HADİYE,,6.56,2000,Kum,54,57.5,İzmir,7,104062,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %50, on-grup %25, onde %0.",2/8 (25%) | 4/8 (50%) | 2/8 (25%) | 0/8 (0%),Sulu,,1.36,https://yenibeygir.com/at/104062/hadiye,bulundu
SERHUNEFE,,6.65,1500,Sentetik,54,60,Antalya,5,102966,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %17, onde %58.",0/12 (0%) | 3/12 (25%) | 2/12 (17%) | 7/12 (58%),,,1.98,https://yenibeygir.com/at/102966/serhunefe,bulundu
GÖKHİSAR,,6.66,1200,Sentetik,52,60,Antalya,4,102437,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %24, on-grup %67, onde %10.",0/21 (0%) | 5/21 (24%) | 14/21 (67%) | 2/21 (10%),,,0.00,https://yenibeygir.com/at/102437/gokhisar,bulundu
DEMİRNAL,,6.67,1600,Kum,56,55.5,İzmir,10,104745,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %18, on-grup %64, onde %18.",0/11 (0%) | 2/11 (18%) | 7/11 (64%) | 2/11 (18%),,,1.20,https://yenibeygir.com/at/104745/demirnal,bulundu
KAYAŞAH,,6.75,1300,Sentetik,54,56,Antalya,9,102670,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %8, arka-grup %24, on-grup %40, onde %28.",2/25 (8%) | 6/25 (24%) | 10/25 (40%) | 7/25 (28%),,,2.61,https://yenibeygir.com/at/102670/kayasah,bulundu
YILDIZ SULTAN,,6.77,1200,Kum,50,51,İzmir,11,102637,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %39, on-grup %61, onde %0.",0/18 (0%) | 7/18 (39%) | 11/18 (61%) | 0/18 (0%),,,1.84,https://yenibeygir.com/at/102637/yildiz-sultan,bulundu
EL HAT,,6.79,1600,Kum,50,52.8,İzmir,14,101616,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %50, on-grup %50, onde %0.",0/6 (0%) | 3/6 (50%) | 3/6 (50%) | 0/6 (0%),,,3.82,https://yenibeygir.com/at/101616/el-hat,bulundu
ANADOLU MUHAFIZI,,6.85,1900,Kum,54,54,İzmir,3,102600,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %13, arka-grup %67, on-grup %13, onde %7.",2/15 (13%) | 10/15 (67%) | 2/15 (13%) | 1/15 (7%),Nem,X,6.93,https://yenibeygir.com/at/102600/anadolu-muhafizi,bulundu
SALTO,,6.86,1600,Kum,55,55.1,İzmir,13,103507,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %42, arka-grup %42, on-grup %17, onde %0.",5/12 (42%) | 5/12 (42%) | 2/12 (17%) | 0/12 (0%),Sulu,X,7.18,https://yenibeygir.com/at/103507/salto,bulundu
AKSELBEYİM,,6.87,1900,Çim,58,54,İzmir,2,101848,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %6, arka-grup %28, on-grup %50, onde %17.",1/18 (6%) | 5/18 (28%) | 9/18 (50%) | 3/18 (17%),,X,6.79,https://yenibeygir.com/at/101848/akselbeyim,bulundu
ŞAMPİYON GÜMBÜR,,6.88,1400,Kum,50,59.5,İzmir,12,101425,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %22, arka-grup %22, on-grup %44, onde %11.",2/9 (22%) | 2/9 (22%) | 4/9 (44%) | 1/9 (11%),,,4.34,https://yenibeygir.com/at/101425/sampiyon-gumbur,bulundu
ÇIK BİTİR KIZIM,,7.24,1900,Kum,50,56,İzmir,8,105122,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %50, onde %50.",0/2 (0%) | 0/2 (0%) | 1/2 (50%) | 1/2 (50%),Sulu,X,9.89,https://yenibeygir.com/at/105122/cik-bitir-kizim,bulundu
,8. Koşu,,,,,,,,,,,,,,,,,
THE BIG BANG,,5.82,1600,Kum,53,58,İzmir,5,101074,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %18, on-grup %59, onde %24.",0/17 (0%) | 3/17 (18%) | 10/17 (59%) | 4/17 (24%),Sulu,,2.70,https://yenibeygir.com/at/101074/the-big-bang,bulundu
