At İsmi,Koşu,Çıktı,Son Mesafe,Son Pist,Son Kilo,Kilo,Son Hipodrom,At No,At ID,Stil Etiketi,Stil Etiketi 2,Stil Aciklama,Yaris Stili,At Profili,Eslesme
BOLD RACER,,7.16,1200,Kum,61.5,57,Elazığ,3,95535,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %5, arka-grup %25, on-grup %39, onde %32.",2/44 (5%) | 11/44 (25%) | 17/44 (39%) | 14/44 (32%),https://yenibeygir.com/at/95535/bold-racer,bulundu
EXOSOME,,7.49,1400,Kum,53,60.5,Şanlıurfa,10,98961,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %31, arka-grup %35, on-grup %35, onde %0.",8/26 (31%) | 9/26 (35%) | 9/26 (35%) | 0/26 (0%),https://yenibeygir.com/at/98961/exosome,bulundu
,6. Koşu,,,,,,,,,,,,,,
RAHAT OLL,,6.40,1300,Kum,60.5,58,Şanlıurfa,2,101798,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %7, on-grup %7, onde %80.",1/15 (7%) | 1/15 (7%) | 1/15 (7%) | 12/15 (80%),https://yenibeygir.com/at/101798/rahat-oll,bulundu
PEANUT GIRL,,6.44,1200,Kum,60.5,56.5,Şanlıurfa,1,103015,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %14, on-grup %64, onde %21.",0/14 (0%) | 2/14 (14%) | 9/14 (64%) | 3/14 (21%),https://yenibeygir.com/at/103015/peanut-girl,bulundu
BAY WIND,,6.75,1200,Kum,57,58,Elazığ,6,103574,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %80, arka-grup %20, on-grup %0, onde %0.",4/5 (80%) | 1/5 (20%) | 0/5 (0%) | 0/5 (0%),https://yenibeygir.com/at/103574/bay-wind,bulundu
ÇEVİK DEVRANI,,6.79,1600,Kum,58.5,58,Elazığ,4,102736,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %17, on-grup %50, onde %17.",1/6 (17%) | 1/6 (17%) | 3/6 (50%) | 1/6 (17%),https://yenibeygir.com/at/102736/cevik-devrani,bulundu
KIZIM NAZERİN,,6.83,1200,Kum,55,52,Şanlıurfa,9,104727,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %0, on-grup %33, onde %33.",2/6 (33%) | 0/6 (0%) | 2/6 (33%) | 2/6 (33%),https://yenibeygir.com/at/104727/kizim-nazerin,bulundu
DÜZCE ASLANI,,6.92,1500,Kum,56.5,60,Elazığ,7,103847,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %35, arka-grup %18, on-grup %47, onde %0.",6/17 (35%) | 3/17 (18%) | 8/17 (47%) | 0/17 (0%),https://yenibeygir.com/at/103847/duzce-aslani,bulundu
LADY SCREAM,,7.06,1500,Kum,55,57,Elazığ,8,104677,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %30, on-grup %30, onde %0.",4/10 (40%) | 3/10 (30%) | 3/10 (30%) | 0/10 (0%),https://yenibeygir.com/at/104677/lady-scream,bulundu
KADIKÖY GÜZELİ,,7.13,1400,Sentetik,60,56.5,Antalya,3,103753,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %7, arka-grup %0, on-grup %7, onde %87.",1/15 (7%) | 0/15 (0%) | 1/15 (7%) | 13/15 (87%),https://yenibeygir.com/at/103753/kadikoy-guzeli,bulundu
MY CURRA,,7.86,1300,Kum,57.5,57.5,Şanlıurfa,5,105014,Önde Kaçan,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %17, on-grup %33, onde %50.",0/6 (0%) | 1/6 (17%) | 2/6 (33%) | 3/6 (50%),https://yenibeygir.com/at/105014/my-curra,bulundu
,7. Koşu,,,,,,,,,,,,,,
FUTURE BREEZE,,6.79,1400,Kum,56,58,Şanlıurfa,8,104841,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %50, onde %0.",1/6 (17%) | 2/6 (33%) | 3/6 (50%) | 0/6 (0%),https://yenibeygir.com/at/104841/future-breeze,bulundu
CANDIA,,6.93,1400,Kum,56,57,Şanlıurfa,6,102578,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %50, onde %0.",2/12 (17%) | 4/12 (33%) | 6/12 (50%) | 0/12 (0%),https://yenibeygir.com/at/102578/candia,bulundu
NAGAOKA,,7.21,1200,Kum,60,60,Elazığ,1,104888,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %27, arka-grup %27, on-grup %47, onde %0.",4/15 (27%) | 4/15 (27%) | 7/15 (47%) | 0/15 (0%),https://yenibeygir.com/at/104888/nagaoka,bulundu
LOTUS GIRL,,7.30,1200,Kum,56,58,Elazığ,10,104726,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %11, arka-grup %33, on-grup %56, onde %0.",1/9 (11%) | 3/9 (33%) | 5/9 (56%) | 0/9 (0%),https://yenibeygir.com/at/104726/lotus-girl,bulundu
ANGRY EAGLE,,7.33,1200,Kum,56,57,Elazığ,5,105248,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %38, arka-grup %38, on-grup %25, onde %0.",3/8 (38%) | 3/8 (38%) | 2/8 (25%) | 0/8 (0%),https://yenibeygir.com/at/105248/angry-eagle,bulundu
PRENSES MELTEM,,7.37,1200,Kum,58,56,Elazığ,3,105137,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %10, arka-grup %50, on-grup %40, onde %0.",1/10 (10%) | 5/10 (50%) | 4/10 (40%) | 0/10 (0%),https://yenibeygir.com/at/105137/prenses-meltem,bulundu
ÇEBİ KIZI,,7.42,1200,Kum,56,58,Elazığ,7,105044,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",3/3 (100%) | 0/3 (0%) | 0/3 (0%) | 0/3 (0%),https://yenibeygir.com/at/105044/cebi-kizi,bulundu
HEYLİ VEYLİ,,7.52,1200,Kum,58,58,Elazığ,2,102522,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %46, on-grup %21, onde %0.",8/24 (33%) | 11/24 (46%) | 5/24 (21%) | 0/24 (0%),https://yenibeygir.com/at/102522/heyli-veyli,bulundu
ANGEL,,7.57,1200,Kum,56,58,Elazığ,4,102360,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %30, arka-grup %40, on-grup %30, onde %0.",3/10 (30%) | 4/10 (40%) | 3/10 (30%) | 0/10 (0%),https://yenibeygir.com/at/102360/angel,bulundu
LADY SAFİŞ,,8.89,1200,Kum,56,59.8,Elazığ,9,105496,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %0, on-grup %50, onde %50.",0/2 (0%) | 0/2 (0%) | 1/2 (50%) | 1/2 (50%),https://yenibeygir.com/at/105496/lady-safis,bulundu
,8. Koşu,,,,,,,,,,,,,,
KARACA DÜNYA,,7.34,1400,Kum,63,60,Şanlıurfa,2,98882,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %32, arka-grup %46, on-grup %22, onde %0.",12/37 (32%) | 17/37 (46%) | 8/37 (22%) | 0/37 (0%),https://yenibeygir.com/at/98882/karaca-dunya,bulundu
NAZLI BERRA,,7.39,1800,Kum,56.5,55,Şanlıurfa,11,101432,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %59, arka-grup %30, on-grup %11, onde %0.",16/27 (59%) | 8/27 (30%) | 3/27 (11%) | 0/27 (0%),https://yenibeygir.com/at/101432/nazli-berra,bulundu
ALKURUŞKIZI,,7.43,1300,Kum,58,56.3,Şanlıurfa,9,102438,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %11, arka-grup %42, on-grup %47, onde %0.",2/19 (11%) | 8/19 (42%) | 9/19 (47%) | 0/19 (0%),https://yenibeygir.com/at/102438/alkuruskizi,bulundu
NEVALÇİÇEĞİ,,7.44,1800,Kum,60.5,58,Şanlıurfa,5,102687,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %10, arka-grup %40, on-grup %50, onde %0.",2/20 (10%) | 8/20 (40%) | 10/20 (50%) | 0/20 (0%),https://yenibeygir.com/at/102687/nevalcicegi,bulundu
YOVANKA,,7.58,1400,Kum,58,57,Bursa,12,101006,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %12, arka-grup %12, on-grup %53, onde %24.",2/17 (12%) | 2/17 (12%) | 9/17 (53%) | 4/17 (24%),https://yenibeygir.com/at/101006/yovanka,bulundu
GELİŞİ GÜZEL,,7.79,1400,Kum,61,59.5,Şanlıurfa,1,93641,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %25, on-grup %59, onde %11.",3/63 (5%) | 16/63 (25%) | 37/63 (59%) | 7/63 (11%),https://yenibeygir.com/at/93641/gelisi-guzel,bulundu
Bİ ANKA,,7.84,1400,Kum,59,57,Şanlıurfa,8,102164,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %12, on-grup %59, onde %29.",0/17 (0%) | 2/17 (12%) | 10/17 (59%) | 5/17 (29%),https://yenibeygir.com/at/102164/bi-anka,bulundu
KARAZEMİN GÜLÜ,,7.92,1300,Kum,59.5,58.5,Şanlıurfa,7,101705,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %21, on-grup %42, onde %0.",7/19 (37%) | 4/19 (21%) | 8/19 (42%) | 0/19 (0%),https://yenibeygir.com/at/101705/karazemin-gulu,bulundu
ULU ECE,,7.94,1300,Sentetik,61.5,55.1,İstanbul,4,103415,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %14, arka-grup %0, on-grup %14, onde %71.",1/7 (14%) | 0/7 (0%) | 1/7 (14%) | 5/7 (71%),https://yenibeygir.com/at/103415/ulu-ece,bulundu
GELİNİM SİNEM,,8.07,1900,Kum,54,54.9,Şanlıurfa,13,102359,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %21, arka-grup %29, on-grup %43, onde %7.",3/14 (21%) | 4/14 (29%) | 6/14 (43%) | 1/14 (7%),https://yenibeygir.com/at/102359/gelinim-sinem,bulundu
ALTIN SULTAN,,8.25,2000,Kum,56.5,54.8,Elazığ,15,98859,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %8, on-grup %69, onde %15.",1/13 (8%) | 1/13 (8%) | 9/13 (69%) | 2/13 (15%),https://yenibeygir.com/at/98859/altin-sultan,bulundu
