at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,at_profili,at_id
3,MERYEM SULTAN,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %9, arka-grup %37, on-grup %51, onde %2.",4/43 (9%) | 16/43 (37%) | 22/43 (51%) | 1/43 (2%),4/43 (9%),16/43 (37%),22/43 (51%),1/43 (2%),https://yenibeygir.com/at/99185/meryem-sultan,99185
4,ÇEVİK VAKTİ,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %39, arka-grup %41, on-grup %20, onde %0.",16/41 (39%) | 17/41 (41%) | 8/41 (20%) | 0/41 (0%),16/41 (39%),17/41 (41%),8/41 (20%),0/41 (0%),https://yenibeygir.com/at/94157/cevik-vakti,94157
5,HOT SUGAR,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %4, arka-grup %46, on-grup %50, onde %0.",1/24 (4%) | 11/24 (46%) | 12/24 (50%) | 0/24 (0%),1/24 (4%),11/24 (46%),12/24 (50%),0/24 (0%),https://yenibeygir.com/at/101034/hot-sugar,101034
6,NOBLE CHILD,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %12, arka-grup %0, on-grup %25, onde %62.",1/8 (12%) | 0/8 (0%) | 2/8 (25%) | 5/8 (62%),1/8 (12%),0/8 (0%),2/8 (25%),5/8 (62%),https://yenibeygir.com/at/100463/noble-child,100463
7,HIGH SYMPHONY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/99846/high-symphony,99846
8,İŞKODRALI,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %46, on-grup %17, onde %0.",13/35 (37%) | 16/35 (46%) | 6/35 (17%) | 0/35 (0%),13/35 (37%),16/35 (46%),6/35 (17%),0/35 (0%),https://yenibeygir.com/at/97988/iskodrali,97988
9,FOÇA STORM,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %34, arka-grup %59, on-grup %6, onde %0.",22/64 (34%) | 38/64 (59%) | 4/64 (6%) | 0/64 (0%),22/64 (34%),38/64 (59%),4/64 (6%),0/64 (0%),https://yenibeygir.com/at/93417/foca-storm,93417
10,REEZ,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %47, on-grup %20, onde %0.",5/15 (33%) | 7/15 (47%) | 3/15 (20%) | 0/15 (0%),5/15 (33%),7/15 (47%),3/15 (20%),0/15 (0%),https://yenibeygir.com/at/100318/reez,100318
11,AFTER LION,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %36, on-grup %33, onde %11.",7/36 (19%) | 13/36 (36%) | 12/36 (33%) | 4/36 (11%),7/36 (19%),13/36 (36%),12/36 (33%),4/36 (11%),https://yenibeygir.com/at/97414/after-lion,97414
12,EL INTOCABLE,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %39, on-grup %44, onde %0.",3/18 (17%) | 7/18 (39%) | 8/18 (44%) | 0/18 (0%),3/18 (17%),7/18 (39%),8/18 (44%),0/18 (0%),https://yenibeygir.com/at/97582/el-intocable,97582
13,UZUN ALİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %22, arka-grup %22, on-grup %56, onde %0.",4/18 (22%) | 4/18 (22%) | 10/18 (56%) | 0/18 (0%),4/18 (22%),4/18 (22%),10/18 (56%),0/18 (0%),https://yenibeygir.com/at/100950/uzun-ali,100950
14,RIO THE GLORY,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %31, arka-grup %23, on-grup %42, onde %4.",8/26 (31%) | 6/26 (23%) | 11/26 (42%) | 1/26 (4%),8/26 (31%),6/26 (23%),11/26 (42%),1/26 (4%),https://yenibeygir.com/at/97476/rio-the-glory,97476
15,ATOM AYŞE,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %23, arka-grup %37, on-grup %40, onde %0.",7/30 (23%) | 11/30 (37%) | 12/30 (40%) | 0/30 (0%),7/30 (23%),11/30 (37%),12/30 (40%),0/30 (0%),https://yenibeygir.com/at/96274/atom-ayse,96274
16,VOICE OF REASON,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %67, on-grup %0, onde %0.",1/3 (33%) | 2/3 (67%) | 0/3 (0%) | 0/3 (0%),1/3 (33%),2/3 (67%),0/3 (0%),0/3 (0%),https://yenibeygir.com/at/101292/voice-of-reason,101292
