at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,son_kosu_zemin_durumu,birinciden_5sn_fazla,birinciden_fark_sn,at_profili,at_id
2,EL REY ESCORPİON,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %23, on-grup %29, onde %29.",6/31 (19%) | 7/31 (23%) | 9/31 (29%) | 9/31 (29%),6/31 (19%),7/31 (23%),9/31 (29%),9/31 (29%),,,1.28,https://yenibeygir.com/at/102256/el-rey-escorpion,102256
3,TOUCH MY DREAM,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/3 (0%) | 0/3 (0%) | 3/3 (100%) | 0/3 (0%),0/3 (0%),0/3 (0%),3/3 (100%),0/3 (0%),,,4.45,https://yenibeygir.com/at/102982/touch-my-dream,102982
4,TM BATAILE,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %35, on-grup %5, onde %10.",10/20 (50%) | 7/20 (35%) | 1/20 (5%) | 2/20 (10%),10/20 (50%),7/20 (35%),1/20 (5%),2/20 (10%),Nem,,2.73,https://yenibeygir.com/at/102439/tm-bataile,102439
5,LADY NAZO,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %64, on-grup %36, onde %0.",0/11 (0%) | 7/11 (64%) | 4/11 (36%) | 0/11 (0%),0/11 (0%),7/11 (64%),4/11 (36%),0/11 (0%),,,0.00,https://yenibeygir.com/at/104376/lady-nazo,104376
6,SKY CRUISE,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %60, on-grup %40, onde %0.",0/10 (0%) | 6/10 (60%) | 4/10 (40%) | 0/10 (0%),0/10 (0%),6/10 (60%),4/10 (40%),0/10 (0%),,,0.88,https://yenibeygir.com/at/103956/sky-cruise,103956
7,BIG RUGGED,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %30, arka-grup %30, on-grup %40, onde %0.",3/10 (30%) | 3/10 (30%) | 4/10 (40%) | 0/10 (0%),3/10 (30%),3/10 (30%),4/10 (40%),0/10 (0%),,,0.51,https://yenibeygir.com/at/102644/big-rugged,102644
8,PLIOSAUR,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %20, onde %80.",0/5 (0%) | 0/5 (0%) | 1/5 (20%) | 4/5 (80%),0/5 (0%),0/5 (0%),1/5 (20%),4/5 (80%),Isl,,4.48,https://yenibeygir.com/at/105002/pliosaur,105002
9,ROYAL TOUCH,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %50, onde %25.",0/8 (0%) | 2/8 (25%) | 4/8 (50%) | 2/8 (25%),0/8 (0%),2/8 (25%),4/8 (50%),2/8 (25%),,,1.81,https://yenibeygir.com/at/103005/royal-touch,103005
1,BATURALP CAN,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/105426/baturalp-can,105426
2,ÇİLLİ CAFER,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106477/cilli-cafer,106477
3,FULLSET,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106901/fullset,106901
4,I LOVE SPEED,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106483/i-love-speed,106483
5,BELLA LUNO,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106955/bella-luno,106955
6,ÇİKOK FIRTINASI,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106543/cikok-firtinasi,106543
7,ÇORLİ,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106684/corli,106684
8,KRALİÇE NONİKA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106424/kralice-nonika,106424
9,WORKIN LADY,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,,,,https://yenibeygir.com/at/106752/workin-lady,106752
1,CAZATOR DE OSOS,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %26, on-grup %39, onde %35.",0/23 (0%) | 6/23 (26%) | 9/23 (39%) | 8/23 (35%),0/23 (0%),6/23 (26%),9/23 (39%),8/23 (35%),,,0.00,https://yenibeygir.com/at/98567/cazator-de-osos,98567
2,SELLY SON,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %32, on-grup %64, onde %4.",0/25 (0%) | 8/25 (32%) | 16/25 (64%) | 1/25 (4%),0/25 (0%),8/25 (32%),16/25 (64%),1/25 (4%),Nem,,0.00,https://yenibeygir.com/at/100141/selly-son,100141
3,CUCURELLA,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %5, arka-grup %9, on-grup %27, onde %59.",1/22 (5%) | 2/22 (9%) | 6/22 (27%) | 13/22 (59%),1/22 (5%),2/22 (9%),6/22 (27%),13/22 (59%),Sulu,,0.00,https://yenibeygir.com/at/100865/cucurella,100865
4,MAMBA FOREVER,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %2, arka-grup %20, on-grup %49, onde %29.",1/45 (2%) | 9/45 (20%) | 22/45 (49%) | 13/45 (29%),1/45 (2%),9/45 (20%),22/45 (49%),13/45 (29%),,,2.28,https://yenibeygir.com/at/85112/mamba-forever,85112
5,MİKEA,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %13, arka-grup %49, on-grup %38, onde %0.",6/47 (13%) | 23/47 (49%) | 18/47 (38%) | 0/47 (0%),6/47 (13%),23/47 (49%),18/47 (38%),0/47 (0%),,,3.04,https://yenibeygir.com/at/91490/mikea,91490
6,PERFECT FLIGHT,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %4, arka-grup %26, on-grup %63, onde %7.",1/27 (4%) | 7/27 (26%) | 17/27 (63%) | 2/27 (7%),1/27 (4%),7/27 (26%),17/27 (63%),2/27 (7%),,,0.20,https://yenibeygir.com/at/95503/perfect-flight,95503
7,STRAKHOV,Takipçi,Önde Kaçan,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %9, arka-grup %13, on-grup %39, onde %39.",2/23 (9%) | 3/23 (13%) | 9/23 (39%) | 9/23 (39%),2/23 (9%),3/23 (13%),9/23 (39%),9/23 (39%),,,2.11,https://yenibeygir.com/at/99218/strakhov,99218
8,ASALTIN,Takipçi,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %28, arka-grup %22, on-grup %33, onde %17.",10/36 (28%) | 8/36 (22%) | 12/36 (33%) | 6/36 (17%),10/36 (28%),8/36 (22%),12/36 (33%),6/36 (17%),,,1.15,https://yenibeygir.com/at/97138/asaltin,97138
9,COLTON,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %33, on-grup %20, onde %7.",12/30 (40%) | 10/30 (33%) | 6/30 (20%) | 2/30 (7%),12/30 (40%),10/30 (33%),6/30 (20%),2/30 (7%),Sulu,,0.71,https://yenibeygir.com/at/97071/colton,97071
10,İSPANOZ,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %7, on-grup %21, onde %72.",0/43 (0%) | 3/43 (7%) | 9/43 (21%) | 31/43 (72%),0/43 (0%),3/43 (7%),9/43 (21%),31/43 (72%),Nem,,1.82,https://yenibeygir.com/at/98311/ispanoz,98311
11,LEJUR,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %8, arka-grup %28, on-grup %52, onde %12.",2/25 (8%) | 7/25 (28%) | 13/25 (52%) | 3/25 (12%),2/25 (8%),7/25 (28%),13/25 (52%),3/25 (12%),Nem,,1.01,https://yenibeygir.com/at/100277/lejur,100277
12,GRAVITY OF LOVE,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %24, arka-grup %42, on-grup %32, onde %2.",12/50 (24%) | 21/50 (42%) | 16/50 (32%) | 1/50 (2%),12/50 (24%),21/50 (42%),16/50 (32%),1/50 (2%),,,2.71,https://yenibeygir.com/at/95131/gravity-of-love,95131
13,ROSSO E BIANCO,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %27, arka-grup %27, on-grup %47, onde %0.",4/15 (27%) | 4/15 (27%) | 7/15 (47%) | 0/15 (0%),4/15 (27%),4/15 (27%),7/15 (47%),0/15 (0%),,,0.02,https://yenibeygir.com/at/94301/rosso-e-bianco,94301
14,PETITE LOUVE,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %45, on-grup %18, onde %0.",4/11 (36%) | 5/11 (45%) | 2/11 (18%) | 0/11 (0%),4/11 (36%),5/11 (45%),2/11 (18%),0/11 (0%),"Hafif Çim (3,4)",,0.37,https://yenibeygir.com/at/98821/petite-louve,98821
15,YAZ,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %17, arka-grup %33, on-grup %50, onde %0.",4/24 (17%) | 8/24 (33%) | 12/24 (50%) | 0/24 (0%),4/24 (17%),8/24 (33%),12/24 (50%),0/24 (0%),,,1.31,https://yenibeygir.com/at/100591/yaz,100591
1,GÖKTÜRK BEY,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %40, on-grup %40, onde %20.",0/5 (0%) | 2/5 (40%) | 2/5 (40%) | 1/5 (20%),0/5 (0%),2/5 (40%),2/5 (40%),1/5 (20%),Nem,,0.26,https://yenibeygir.com/at/103827/gokturk-bey,103827
2,BALATÜRK,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %12, on-grup %69, onde %19.",0/16 (0%) | 2/16 (12%) | 11/16 (69%) | 3/16 (19%),0/16 (0%),2/16 (12%),11/16 (69%),3/16 (19%),Nem,,2.76,https://yenibeygir.com/at/101692/balaturk,101692
3,ÇÖL FATİHİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %20, on-grup %73, onde %7.",0/15 (0%) | 3/15 (20%) | 11/15 (73%) | 1/15 (7%),0/15 (0%),3/15 (20%),11/15 (73%),1/15 (7%),Nem,X,5.24,https://yenibeygir.com/at/102007/col-fatihi,102007
4,HAYLAZKIZ,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %25, arka-grup %31, on-grup %44, onde %0.",4/16 (25%) | 5/16 (31%) | 7/16 (44%) | 0/16 (0%),4/16 (25%),5/16 (31%),7/16 (44%),0/16 (0%),Nem,,2.20,https://yenibeygir.com/at/104322/haylazkiz,104322
5,KURUŞUN GÜCÜ,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %67, on-grup %17, onde %0.",1/6 (17%) | 4/6 (67%) | 1/6 (17%) | 0/6 (0%),1/6 (17%),4/6 (67%),1/6 (17%),0/6 (0%),Nem,,0.62,https://yenibeygir.com/at/101784/kurusun-gucu,101784
6,MUNİSHANIM,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %39, arka-grup %17, on-grup %39, onde %6.",7/18 (39%) | 3/18 (17%) | 7/18 (39%) | 1/18 (6%),7/18 (39%),3/18 (17%),7/18 (39%),1/18 (6%),Nem,,3.49,https://yenibeygir.com/at/102587/munishanim,102587
7,NEFESVEREN,Önde Kaçan,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %14, on-grup %29, onde %57.",0/7 (0%) | 1/7 (14%) | 2/7 (29%) | 4/7 (57%),0/7 (0%),1/7 (14%),2/7 (29%),4/7 (57%),Nem,,0.59,https://yenibeygir.com/at/102545/nefesveren,102545
8,SEVDİREN,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %20, on-grup %60, onde %0.",2/10 (20%) | 2/10 (20%) | 6/10 (60%) | 0/10 (0%),2/10 (20%),2/10 (20%),6/10 (60%),0/10 (0%),Nem,,4.70,https://yenibeygir.com/at/102095/sevdiren,102095
9,TEKFORD ACL,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %36, on-grup %27, onde %0.",4/11 (36%) | 4/11 (36%) | 3/11 (27%) | 0/11 (0%),4/11 (36%),4/11 (36%),3/11 (27%),0/11 (0%),Nem,,1.86,https://yenibeygir.com/at/104197/tekford-acl,104197
10,TEKOŞEN,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %67, on-grup %33, onde %0.",0/3 (0%) | 2/3 (67%) | 1/3 (33%) | 0/3 (0%),0/3 (0%),2/3 (67%),1/3 (33%),0/3 (0%),,,0.98,https://yenibeygir.com/at/102469/tekosen,102469
11,KOŞBAŞAR,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %25, on-grup %50, onde %0.",2/8 (25%) | 2/8 (25%) | 4/8 (50%) | 0/8 (0%),2/8 (25%),2/8 (25%),4/8 (50%),0/8 (0%),Nem,,1.45,https://yenibeygir.com/at/104705/kosbasar,104705
12,MAHÇİÇEK,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %36, arka-grup %36, on-grup %27, onde %0.",4/11 (36%) | 4/11 (36%) | 3/11 (27%) | 0/11 (0%),4/11 (36%),4/11 (36%),3/11 (27%),0/11 (0%),Nem,,1.89,https://yenibeygir.com/at/102604/mahcicek,102604
13,YILDIZ SOY,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %25, on-grup %50, onde %0.",2/8 (25%) | 2/8 (25%) | 4/8 (50%) | 0/8 (0%),2/8 (25%),2/8 (25%),4/8 (50%),0/8 (0%),Nem,,0.40,https://yenibeygir.com/at/101850/yildiz-soy,101850
14,ZELİŞSU,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %44, arka-grup %44, on-grup %12, onde %0.",7/16 (44%) | 7/16 (44%) | 2/16 (12%) | 0/16 (0%),7/16 (44%),7/16 (44%),2/16 (12%),0/16 (0%),,,1.60,https://yenibeygir.com/at/101720/zelissu,101720
15,MURJAN,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %67, arka-grup %33, on-grup %0, onde %0.",6/9 (67%) | 3/9 (33%) | 0/9 (0%) | 0/9 (0%),6/9 (67%),3/9 (33%),0/9 (0%),0/9 (0%),Nem,,1.80,https://yenibeygir.com/at/102156/murjan,102156
16,KARA ONUR,Orta Grup,Sprinter,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %40, arka-grup %47, on-grup %7, onde %7.",6/15 (40%) | 7/15 (47%) | 1/15 (7%) | 1/15 (7%),6/15 (40%),7/15 (47%),1/15 (7%),1/15 (7%),,,2.81,https://yenibeygir.com/at/102034/kara-onur,102034
17,DERBAS,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %57, arka-grup %14, on-grup %29, onde %0.",4/7 (57%) | 1/7 (14%) | 2/7 (29%) | 0/7 (0%),4/7 (57%),1/7 (14%),2/7 (29%),0/7 (0%),Nem,X,10.56,https://yenibeygir.com/at/104442/derbas,104442
18,KUZGUNLAR,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %67, arka-grup %0, on-grup %33, onde %0.",2/3 (67%) | 0/3 (0%) | 1/3 (33%) | 0/3 (0%),2/3 (67%),0/3 (0%),1/3 (33%),0/3 (0%),Nem,,3.11,https://yenibeygir.com/at/104048/kuzgunlar,104048
1,OHIO MAN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %27, arka-grup %52, on-grup %18, onde %3.",9/33 (27%) | 17/33 (52%) | 6/33 (18%) | 1/33 (3%),9/33 (27%),17/33 (52%),6/33 (18%),1/33 (3%),Sulu,,2.19,https://yenibeygir.com/at/94672/ohio-man,94672
2,SELLYBOY,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %29, arka-grup %50, on-grup %21, onde %0.",10/34 (29%) | 17/34 (50%) | 7/34 (21%) | 0/34 (0%),10/34 (29%),17/34 (50%),7/34 (21%),0/34 (0%),"Hafif Çim (3,7)",,0.08,https://yenibeygir.com/at/91052/sellyboy,91052
3,ZORRO,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %6, arka-grup %39, on-grup %46, onde %9.",3/54 (6%) | 21/54 (39%) | 25/54 (46%) | 5/54 (9%),3/54 (6%),21/54 (39%),25/54 (46%),5/54 (9%),,,1.03,https://yenibeygir.com/at/87987/zorro,87987
4,KAVALA GÜCÜ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %17, on-grup %70, onde %13.",0/30 (0%) | 5/30 (17%) | 21/30 (70%) | 4/30 (13%),0/30 (0%),5/30 (17%),21/30 (70%),4/30 (13%),,,2.25,https://yenibeygir.com/at/99453/kavala-gucu,99453
5,DİDİ LAZİ,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %7, arka-grup %37, on-grup %44, onde %11.",2/27 (7%) | 10/27 (37%) | 12/27 (44%) | 3/27 (11%),2/27 (7%),10/27 (37%),12/27 (44%),3/27 (11%),"Hafif Çim (3,4)",,4.61,https://yenibeygir.com/at/99391/didi-lazi,99391
6,FLASH OVER,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %18, arka-grup %59, on-grup %23, onde %0.",4/22 (18%) | 13/22 (59%) | 5/22 (23%) | 0/22 (0%),4/22 (18%),13/22 (59%),5/22 (23%),0/22 (0%),Nem,,2.19,https://yenibeygir.com/at/99370/flash-over,99370
7,GORTAN,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %13, arka-grup %35, on-grup %39, onde %13.",3/23 (13%) | 8/23 (35%) | 9/23 (39%) | 3/23 (13%),3/23 (13%),8/23 (35%),9/23 (39%),3/23 (13%),,,1.51,https://yenibeygir.com/at/99644/gortan,99644
8,ROZERYA,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %37, arka-grup %37, on-grup %25, onde %1.",28/76 (37%) | 28/76 (37%) | 19/76 (25%) | 1/76 (1%),28/76 (37%),28/76 (37%),19/76 (25%),1/76 (1%),,,1.39,https://yenibeygir.com/at/91420/rozerya,91420
