at_no,at_adi,stil_etiketi,stil_etiketi_2,stil_aciklama,yaris_stili,yaris_stili_1,yaris_stili_2,yaris_stili_3,yaris_stili_4,at_profili,at_id
6,DÜZ KOŞU,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106979/duz-kosu,106979
7,KESTEL YİĞİDİ,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/1 (0%) | 1/1 (100%) | 0/1 (0%) | 0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),0/1 (0%),https://yenibeygir.com/at/105529/kestel-yigidi,105529
8,KIR ZİNCİRLERİNİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/105494/kir-zincirlerini,105494
9,ÜNVERDİ BEY,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/1 (0%) | 0/1 (0%) | 1/1 (100%) | 0/1 (0%),0/1 (0%),0/1 (0%),1/1 (100%),0/1 (0%),https://yenibeygir.com/at/105631/unverdi-bey,105631
10,BİTTER ÇİKOLATA,Bilinmiyor,,Yaris stili verisi bulunamadi.,,,,,,https://yenibeygir.com/at/106113/bitter-cikolata,106113
1,UDARHAN,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %42, arka-grup %42, on-grup %17, onde %0.",5/12 (42%) | 5/12 (42%) | 2/12 (17%) | 0/12 (0%),5/12 (42%),5/12 (42%),2/12 (17%),0/12 (0%),https://yenibeygir.com/at/102681/udarhan,102681
2,BELLİ BEY,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %23, on-grup %77, onde %0.",0/13 (0%) | 3/13 (23%) | 10/13 (77%) | 0/13 (0%),0/13 (0%),3/13 (23%),10/13 (77%),0/13 (0%),https://yenibeygir.com/at/102985/belli-bey,102985
3,BUSE,Sprinter,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %50, arka-grup %42, on-grup %8, onde %0.",6/12 (50%) | 5/12 (42%) | 1/12 (8%) | 0/12 (0%),6/12 (50%),5/12 (42%),1/12 (8%),0/12 (0%),https://yenibeygir.com/at/104862/buse,104862
4,DERENİMO,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %50, onde %25.",0/8 (0%) | 2/8 (25%) | 4/8 (50%) | 2/8 (25%),0/8 (0%),2/8 (25%),4/8 (50%),2/8 (25%),https://yenibeygir.com/at/104978/derenimo,104978
5,DÜMENCAN,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %33, on-grup %50, onde %17.",0/6 (0%) | 2/6 (33%) | 3/6 (50%) | 1/6 (17%),0/6 (0%),2/6 (33%),3/6 (50%),1/6 (17%),https://yenibeygir.com/at/101921/dumencan,101921
6,GENÇYÜREK,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %12, arka-grup %31, on-grup %56, onde %0.",2/16 (12%) | 5/16 (31%) | 9/16 (56%) | 0/16 (0%),2/16 (12%),5/16 (31%),9/16 (56%),0/16 (0%),https://yenibeygir.com/at/103242/gencyurek,103242
7,THOTH,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %17, on-grup %67, onde %0.",1/6 (17%) | 1/6 (17%) | 4/6 (67%) | 0/6 (0%),1/6 (17%),1/6 (17%),4/6 (67%),0/6 (0%),https://yenibeygir.com/at/103943/thoth,103943
8,ATİK HASAN,Takipçi,Orta Grup,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %0, arka-grup %33, on-grup %67, onde %0.",0/9 (0%) | 3/9 (33%) | 6/9 (67%) | 0/9 (0%),0/9 (0%),3/9 (33%),6/9 (67%),0/9 (0%),https://yenibeygir.com/at/102894/atik-hasan,102894
9,KÖKBEYİ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %25, on-grup %75, onde %0.",0/4 (0%) | 1/4 (25%) | 3/4 (75%) | 0/4 (0%),0/4 (0%),1/4 (25%),3/4 (75%),0/4 (0%),https://yenibeygir.com/at/103333/kokbeyi,103333
10,LADY STONE,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %22, arka-grup %56, on-grup %22, onde %0.",2/9 (22%) | 5/9 (56%) | 2/9 (22%) | 0/9 (0%),2/9 (22%),5/9 (56%),2/9 (22%),0/9 (0%),https://yenibeygir.com/at/102660/lady-stone,102660
11,AKBİLGE,Orta Grup,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %19, arka-grup %44, on-grup %38, onde %0.",3/16 (19%) | 7/16 (44%) | 6/16 (38%) | 0/16 (0%),3/16 (19%),7/16 (44%),6/16 (38%),0/16 (0%),https://yenibeygir.com/at/102738/akbilge,102738
12,HÜRHANA,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %17, arka-grup %17, on-grup %67, onde %0.",1/6 (17%) | 1/6 (17%) | 4/6 (67%) | 0/6 (0%),1/6 (17%),1/6 (17%),4/6 (67%),0/6 (0%),https://yenibeygir.com/at/101612/hurhana,101612
13,KANATLANAN,Sprinter,Takipçi,"Karma stil: iki farkli kosu profili belirgin gorunuyor. Dagilim: arkada %33, arka-grup %0, on-grup %33, onde %33.",2/6 (33%) | 0/6 (0%) | 2/6 (33%) | 2/6 (33%),2/6 (33%),0/6 (0%),2/6 (33%),2/6 (33%),https://yenibeygir.com/at/102340/kanatlanan,102340
14,BOYABAT,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %25, arka-grup %50, on-grup %0, onde %25.",1/4 (25%) | 2/4 (50%) | 0/4 (0%) | 1/4 (25%),1/4 (25%),2/4 (50%),0/4 (0%),1/4 (25%),https://yenibeygir.com/at/104565/boyabat,104565
15,SONZEYBEK,Sprinter,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %100, arka-grup %0, on-grup %0, onde %0.",4/4 (100%) | 0/4 (0%) | 0/4 (0%) | 0/4 (0%),4/4 (100%),0/4 (0%),0/4 (0%),0/4 (0%),https://yenibeygir.com/at/104163/sonzeybek,104163
16,KAPGAN KAĞAN,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %20, arka-grup %60, on-grup %20, onde %0.",1/5 (20%) | 3/5 (60%) | 1/5 (20%) | 0/5 (0%),1/5 (20%),3/5 (60%),1/5 (20%),0/5 (0%),https://yenibeygir.com/at/105129/kapgan-kagan,105129
17,DUMANLI DAĞ,Takipçi,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %0, on-grup %100, onde %0.",0/4 (0%) | 0/4 (0%) | 4/4 (100%) | 0/4 (0%),0/4 (0%),0/4 (0%),4/4 (100%),0/4 (0%),https://yenibeygir.com/at/104483/dumanli-dag,104483
18,YEŞİLBAHAR,Orta Grup,,"Genel olarak baskin stiline gore siniflandirildi. Dagilim: arkada %0, arka-grup %100, on-grup %0, onde %0.",0/3 (0%) | 3/3 (100%) | 0/3 (0%) | 0/3 (0%),0/3 (0%),3/3 (100%),0/3 (0%),0/3 (0%),https://yenibeygir.com/at/104609/yesilbahar,104609
