date,year_month,weekday_no,weekday,city,city_id,label,combination,amount,amount_text,under_1750,race_count,url
2025-12-16,2025-12,1,Sali,Antalya,10,1. 6'LI GANYAN,1/9/3/10/3/3,9095.25,"9.095,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=16%2F12%2F2025&SehirAdi=Antalya
2025-12-17,2025-12,2,Carsamba,Urfa,6,1. 6'LI GANYAN,"3/8,9/3/10/12/8",318353.68,"318.353,68 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=17%2F12%2F2025&SehirAdi=Urfa
2025-12-18,2025-12,3,Persembe,Antalya,10,1. 6'LI GANYAN,9/6/3/4/3/4,147003.7,"147.003,70 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=18%2F12%2F2025&SehirAdi=Antalya
2025-12-18,2025-12,3,Persembe,Izmir,2,1. 6'LI GANYAN,3/2/8/8/6/3,42422.95,"42.422,95 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=18%2F12%2F2025&SehirAdi=Izmir
2025-12-20,2025-12,5,Cumartesi,Adana,1,1. 6'LI GANYAN,1/8/6/3/4/1,11899.4,"11.899,40 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=20%2F12%2F2025&SehirAdi=Adana
2025-12-20,2025-12,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,6/1/2/10/5/8,17019.05,"17.019,05 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=20%2F12%2F2025&SehirAdi=Istanbul
2025-12-21,2025-12,6,Pazar,Adana,1,1. 6'LI GANYAN,3/3/2/8/4/4,20663.95,"20.663,95 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=21%2F12%2F2025&SehirAdi=Adana
2025-12-21,2025-12,6,Pazar,Izmir,2,1. 6'LI GANYAN,2/6/4/1/8/6,34205.6,"34.205,60 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=21%2F12%2F2025&SehirAdi=Izmir
2025-12-22,2025-12,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,3/3/5/1/7/7,100722.5,"100.722,50 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=22%2F12%2F2025&SehirAdi=Bursa
2025-12-22,2025-12,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,6/5/1/1/7/3,102639.2,"102.639,20 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=22%2F12%2F2025&SehirAdi=Urfa
2025-12-23,2025-12,1,Sali,Antalya,10,1. 6'LI GANYAN,3/8/1/11/13/8,50571.25,"50.571,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=23%2F12%2F2025&SehirAdi=Antalya
2025-12-24,2025-12,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,1/3/2/3/5/5,4639.2,"4.639,20 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=24%2F12%2F2025&SehirAdi=Istanbul
2025-12-24,2025-12,2,Carsamba,Urfa,6,1. 6'LI GANYAN,9/8/10/11/7/12,983.0,"983,00 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=24%2F12%2F2025&SehirAdi=Urfa
2025-12-27,2025-12,5,Cumartesi,Adana,1,1. 6'LI GANYAN,6/1/2/3/5/1,1599.85,"1.599,85 ₺",1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=27%2F12%2F2025&SehirAdi=Adana
2025-12-27,2025-12,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,"10/6/3/1,9/2/5",7808.4,"7.808,40 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=27%2F12%2F2025&SehirAdi=Istanbul
2025-12-28,2025-12,6,Pazar,Adana,1,1. 6'LI GANYAN,"8/5/6,10/7/3,7/5",4789.45,"4.789,45 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=28%2F12%2F2025&SehirAdi=Adana
2025-12-28,2025-12,6,Pazar,Izmir,2,1. 6'LI GANYAN,10/6/1/5/9/8,2550.75,"2.550,75 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=28%2F12%2F2025&SehirAdi=Izmir
2025-12-29,2025-12,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,"2/5/2/2,6/4/3",7064.15,"7.064,15 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=29%2F12%2F2025&SehirAdi=Bursa
2025-12-29,2025-12,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,3/8/8/13/7/1,110070.6,"110.070,60 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=29%2F12%2F2025&SehirAdi=Urfa
2025-12-30,2025-12,1,Sali,Adana,1,1. 6'LI GANYAN,7/2/5/10/5/1,586.35,"586,35 ₺",1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=30%2F12%2F2025&SehirAdi=Adana
2025-12-30,2025-12,1,Sali,Antalya,10,1. 6'LI GANYAN,4/8/4/7/3/5,178121.95,"178.121,95 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=30%2F12%2F2025&SehirAdi=Antalya
2025-12-31,2025-12,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,2/2/2/5/1/6,13123.3,"13.123,30 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=31%2F12%2F2025&SehirAdi=Istanbul
2026-01-01,2026-01,3,Persembe,Antalya,10,1. 6'LI GANYAN,"5/2/10/4/4/2,5",29956.75,"29.956,75 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=01%2F01%2F2026&SehirAdi=Antalya
2026-01-03,2026-01,5,Cumartesi,Adana,1,1. 6'LI GANYAN,3/4/2/3/4/6,1768.25,"1.768,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=03%2F01%2F2026&SehirAdi=Adana
2026-01-03,2026-01,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,"7,9,10/5/3/14/5/1",31462.5,"31.462,50 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=03%2F01%2F2026&SehirAdi=Istanbul
2026-01-03,2026-01,5,Cumartesi,Urfa,6,1. 6'LI GANYAN,10/2/6/1/5/2,356456.16,"356.456,16 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=03%2F01%2F2026&SehirAdi=Urfa
2026-01-04,2026-01,6,Pazar,Adana,1,1. 6'LI GANYAN,"2,6/3/3/2/1/3",146.25,"146,25 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=04%2F01%2F2026&SehirAdi=Adana
2026-01-04,2026-01,6,Pazar,Izmir,2,1. 6'LI GANYAN,3/2/1/6/2/1,25496.45,"25.496,45 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=04%2F01%2F2026&SehirAdi=Izmir
2026-01-05,2026-01,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,4/7/10/5/4/7,78105.95,"78.105,95 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=05%2F01%2F2026&SehirAdi=Urfa
2026-01-06,2026-01,1,Sali,Adana,1,1. 6'LI GANYAN,"5/4/2/9/6,7,9,10/7",3666.37,"3.666,37 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=06%2F01%2F2026&SehirAdi=Adana
2026-01-07,2026-01,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,2/5/11/4/5/1,15056.06,"15.056,06 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=07%2F01%2F2026&SehirAdi=Istanbul
2026-01-08,2026-01,3,Persembe,Antalya,10,1. 6'LI GANYAN,"8,10/2/4/5/12/6",165355.68,"165.355,68 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=08%2F01%2F2026&SehirAdi=Antalya
2026-01-10,2026-01,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"2,3,7/1/7/5/4/4",3938.93,"3.938,93 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=10%2F01%2F2026&SehirAdi=Adana
2026-01-10,2026-01,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,4/4/6/4/7/6,12191.12,"12.191,12 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=10%2F01%2F2026&SehirAdi=Istanbul
2026-01-11,2026-01,6,Pazar,Izmir,2,1. 6'LI GANYAN,2/1/4/7/1/3,17590.43,"17.590,43 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=11%2F01%2F2026&SehirAdi=Izmir
2026-01-14,2026-01,2,Carsamba,Urfa,6,1. 6'LI GANYAN,"6/7/2,13/6/1,7/12",119945.3,"119.945,30 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=14%2F01%2F2026&SehirAdi=Urfa
2026-01-15,2026-01,3,Persembe,Antalya,10,1. 6'LI GANYAN,2/4/2/4/10/9,344029.37,"344.029,37 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=15%2F01%2F2026&SehirAdi=Antalya
2026-01-16,2026-01,4,Cuma,Antalya,10,1. 6'LI GANYAN,6/5/1/10/6/2,5526.62,"5.526,62 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=16%2F01%2F2026&SehirAdi=Antalya
2026-01-17,2026-01,5,Cumartesi,Adana,1,1. 6'LI GANYAN,7/6/3/3/5/1,43820.75,"43.820,75 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=17%2F01%2F2026&SehirAdi=Adana
2026-01-17,2026-01,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,"1/4/8/12/1/4,11",12188.25,"12.188,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=17%2F01%2F2026&SehirAdi=Istanbul
2026-01-18,2026-01,6,Pazar,Adana,1,1. 6'LI GANYAN,"8,9/4/5/8/8/2",4096.18,"4.096,18 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=18%2F01%2F2026&SehirAdi=Adana
2026-01-18,2026-01,6,Pazar,Izmir,2,1. 6'LI GANYAN,"8/3,8/3,10/6/1/1",517.56,"517,56 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=18%2F01%2F2026&SehirAdi=Izmir
2026-01-19,2026-01,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,"10/3/1/6/8,9/4",125336.0,"125.336,00 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=19%2F01%2F2026&SehirAdi=Bursa
2026-01-20,2026-01,1,Sali,Adana,1,1. 6'LI GANYAN,7/6/1/13/1/1,190217.81,"190.217,81 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=20%2F01%2F2026&SehirAdi=Adana
2026-01-21,2026-01,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,"3/4/9/14/2,6/3",30953.06,"30.953,06 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=21%2F01%2F2026&SehirAdi=Istanbul
2026-01-21,2026-01,2,Carsamba,Urfa,6,1. 6'LI GANYAN,2/8/1/10/6/1,46689.4,"46.689,40 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=21%2F01%2F2026&SehirAdi=Urfa
2026-01-24,2026-01,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"4/3/3,4,6/4/1/1,3",20104.0,"20.104,00 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=24%2F01%2F2026&SehirAdi=Adana
2026-01-24,2026-01,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,"2,3,5,6,10/5/11/4/1/5",75646.87,"75.646,87 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=24%2F01%2F2026&SehirAdi=Istanbul
2026-01-25,2026-01,6,Pazar,Izmir,2,1. 6'LI GANYAN,"1/6/1,8/4/3/9",2425.12,"2.425,12 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=25%2F01%2F2026&SehirAdi=Izmir
2026-01-27,2026-01,1,Sali,Adana,1,1. 6'LI GANYAN,3/4/4/7/1/6,1448.18,"1.448,18 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=27%2F01%2F2026&SehirAdi=Adana
2026-01-27,2026-01,1,Sali,Antalya,10,1. 6'LI GANYAN,"3/1/4/6,8/3/6",3559.81,"3.559,81 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=27%2F01%2F2026&SehirAdi=Antalya
2026-01-28,2026-01,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,6/2/7/4/11/3,809846.0,"809.846,00 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=28%2F01%2F2026&SehirAdi=Istanbul
2026-01-29,2026-01,3,Persembe,Antalya,10,1. 6'LI GANYAN,"3/1/1/4,10/1/4",2956.62,"2.956,62 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=29%2F01%2F2026&SehirAdi=Antalya
2026-01-29,2026-01,3,Persembe,Izmir,2,1. 6'LI GANYAN,"2/3/2/7/1,6/3",141.18,"141,18 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=29%2F01%2F2026&SehirAdi=Izmir
2026-01-30,2026-01,4,Cuma,Izmir,2,1. 6'LI GANYAN,1/6/6/3/1/3,69647.87,"69.647,87 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=30%2F01%2F2026&SehirAdi=Izmir
2026-01-31,2026-01,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"3/5,6/5/3,4/5,6,7/4",2640.5,"2.640,50 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=31%2F01%2F2026&SehirAdi=Adana
2026-01-31,2026-01,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,7/8/4/7/11/3,234879.56,"234.879,56 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=31%2F01%2F2026&SehirAdi=Istanbul
2026-02-01,2026-02,6,Pazar,Adana,1,1. 6'LI GANYAN,"2,5/7/5/3/1,6/6",1080.25,"1.080,25 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=01%2F02%2F2026&SehirAdi=Adana
2026-02-01,2026-02,6,Pazar,Izmir,2,1. 6'LI GANYAN,"2/2/1/1/6/1,4",571.75,"571,75 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=01%2F02%2F2026&SehirAdi=Izmir
2026-02-02,2026-02,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,"7/2/1,7/11/12/1,5",42144.87,"42.144,87 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=02%2F02%2F2026&SehirAdi=Bursa
2026-02-02,2026-02,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,"3,4,8/7/1/3/1/4",59635.9,"59.635,90 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=02%2F02%2F2026&SehirAdi=Urfa
2026-02-03,2026-02,1,Sali,Adana,1,1. 6'LI GANYAN,1/2/3/3/5/5,13823.0,"13.823,00 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=03%2F02%2F2026&SehirAdi=Adana
2026-02-03,2026-02,1,Sali,Antalya,10,1. 6'LI GANYAN,4/1/7/1/1/8,33461.25,"33.461,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=03%2F02%2F2026&SehirAdi=Antalya
2026-02-04,2026-02,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,"1,2/3,4/2/2/8/3",2704.37,"2.704,37 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=04%2F02%2F2026&SehirAdi=Istanbul
2026-02-05,2026-02,3,Persembe,Antalya,10,1. 6'LI GANYAN,"6/3/3/3,7/1,2,3/7",2549.56,"2.549,56 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=05%2F02%2F2026&SehirAdi=Antalya
2026-02-07,2026-02,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"4/1,4/5/4/1/5",685.12,"685,12 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=07%2F02%2F2026&SehirAdi=Adana
2026-02-07,2026-02,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,6/2/10/5/4/9,247544.62,"247.544,62 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=07%2F02%2F2026&SehirAdi=Istanbul
2026-02-08,2026-02,6,Pazar,Adana,1,1. 6'LI GANYAN,5/4/1/2/1/1,247.56,"247,56 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=08%2F02%2F2026&SehirAdi=Adana
2026-02-08,2026-02,6,Pazar,Izmir,2,1. 6'LI GANYAN,3/3/8/8/5/2,354.37,"354,37 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=08%2F02%2F2026&SehirAdi=Izmir
2026-02-09,2026-02,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,6/4/7/7/2/9,1028.62,"1.028,62 ₺",1,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=09%2F02%2F2026&SehirAdi=Bursa
2026-02-09,2026-02,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,"2,10/1/5/8/6/3,11",41320.7,"41.320,70 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=09%2F02%2F2026&SehirAdi=Urfa
2026-02-10,2026-02,1,Sali,Adana,1,1. 6'LI GANYAN,11/6/1/11/1/5,332515.43,"332.515,43 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=10%2F02%2F2026&SehirAdi=Adana
2026-02-12,2026-02,3,Persembe,Antalya,10,1. 6'LI GANYAN,"8/4/3/1,8/2/1",14792.06,"14.792,06 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=12%2F02%2F2026&SehirAdi=Antalya
2026-02-13,2026-02,4,Cuma,Antalya,10,1. 6'LI GANYAN,"5/10/7/6/3/2,11",38532.93,"38.532,93 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=10&QueryParameter_Tarih=13%2F02%2F2026&SehirAdi=Antalya
2026-02-14,2026-02,5,Cumartesi,Adana,1,1. 6'LI GANYAN,"2,3,9/4/3/6/4/3",37005.93,"37.005,93 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=14%2F02%2F2026&SehirAdi=Adana
2026-02-14,2026-02,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,9/3/5/9/1/3,2837.56,"2.837,56 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=14%2F02%2F2026&SehirAdi=Istanbul
2026-02-15,2026-02,6,Pazar,Adana,1,1. 6'LI GANYAN,1/6/6/5/1/4,32182.56,"32.182,56 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=15%2F02%2F2026&SehirAdi=Adana
2026-02-15,2026-02,6,Pazar,Izmir,2,1. 6'LI GANYAN,"3/10/5,8/4/3/5",27369.56,"27.369,56 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=15%2F02%2F2026&SehirAdi=Izmir
2026-02-17,2026-02,1,Sali,Adana,1,1. 6'LI GANYAN,"6/4/3/5/3/1,4",1520.43,"1.520,43 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=17%2F02%2F2026&SehirAdi=Adana
2026-02-18,2026-02,2,Carsamba,Istanbul,3,1. 6'LI GANYAN,7/4/6/5/2/2,2534.81,"2.534,81 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=18%2F02%2F2026&SehirAdi=Istanbul
2026-02-18,2026-02,2,Carsamba,Urfa,6,1. 6'LI GANYAN,1/8/6/3/9/3,8670.85,"8.670,85 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=18%2F02%2F2026&SehirAdi=Urfa
2026-02-19,2026-02,3,Persembe,Izmir,2,1. 6'LI GANYAN,2/3/2/3/8/1,6746.12,"6.746,12 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=19%2F02%2F2026&SehirAdi=Izmir
2026-02-20,2026-02,4,Cuma,Izmir,2,1. 6'LI GANYAN,8/1/11/9/6/6,15005.25,"15.005,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=20%2F02%2F2026&SehirAdi=Izmir
2026-02-21,2026-02,5,Cumartesi,Istanbul,3,1. 6'LI GANYAN,1/1/1/9/3/3,16587.12,"16.587,12 ₺",0,9,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=3&QueryParameter_Tarih=21%2F02%2F2026&SehirAdi=Istanbul
2026-02-22,2026-02,6,Pazar,Adana,1,1. 6'LI GANYAN,"2,3,5,8/5/2/6/8/1",18021.68,"18.021,68 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=22%2F02%2F2026&SehirAdi=Adana
2026-02-22,2026-02,6,Pazar,Izmir,2,1. 6'LI GANYAN,3/1/2/1/2/5,1530.87,"1.530,87 ₺",1,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=2&QueryParameter_Tarih=22%2F02%2F2026&SehirAdi=Izmir
2026-02-23,2026-02,0,Pazartesi,Bursa,4,1. 6'LI GANYAN,"5/1/6/2,3/5/7",2775.25,"2.775,25 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=4&QueryParameter_Tarih=23%2F02%2F2026&SehirAdi=Bursa
2026-02-23,2026-02,0,Pazartesi,Urfa,6,1. 6'LI GANYAN,7/7/2/4/6/16,1709230.8,"1.709.230,80 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=6&QueryParameter_Tarih=23%2F02%2F2026&SehirAdi=Urfa
2026-02-24,2026-02,1,Sali,Adana,1,1. 6'LI GANYAN,3/2/2/10/1/7,236218.06,"236.218,06 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=24%2F02%2F2026&SehirAdi=Adana
2026-02-24,2026-02,1,Sali,Adana,1,1. 6'LI GANYAN,3/2/2/12/1/7,10340.68,"10.340,68 ₺",0,8,https://www.tjk.org/TR/YarisSever/Info/Sehir/GunlukYarisSonuclari?SehirId=1&QueryParameter_Tarih=24%2F02%2F2026&SehirAdi=Adana
