Kosu,Sira,At,Stil 1,Stil 2,Cikti,Guc,Tempo Katkisi,Tempo Tipi,Kazanma Skoru,Dayaniklilik
3. Koşu,1,ROYAL TOUCH,Takipçi,,6.130,0.995,0.659,Yüksek Tempo,0.442625,1.797
3. Koşu,2,TOUCH MY DREAM,Takipçi,,6.290,0.969,0.654,Yüksek Tempo,0.439523,1.746
3. Koşu,3,BIG RUGGED,Takipçi,Sprinter,5.950,1.025,0.048,Yüksek Tempo,0.420590,2.035
3. Koşu,4,BABA BATTAL,Takipçi,,6.380,0.956,0.560,Yüksek Tempo,0.408737,1.719
3. Koşu,5,EL REY ESCORPİON,Takipçi,Önde Kaçan,6.000,1.016,1.496,Yüksek Tempo,0.345156,1.598
3. Koşu,6,LADY NAZO,Orta Grup,Takipçi,5.880,1.037,0.401,Yüksek Tempo,0.289447,1.958
3. Koşu,7,SKY CRUISE,Orta Grup,Takipçi,5.950,1.025,0.399,Yüksek Tempo,0.288054,1.934
3. Koşu,8,TM BATAILE,Sprinter,Orta Grup,6.110,0.998,-1.019,Yüksek Tempo,0.140716,1.996
3. Koşu,9,PLIOSAUR,Önde Kaçan,,6.180,0.987,1.374,Yüksek Tempo,-0.015599,1.571
4. Koşu,1,BATURALP CAN,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,2,ÇİLLİ CAFER,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,3,FULLSET,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,4,I LOVE SPEED,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,5,BELLA LUNO,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,6,ÇİKOK FIRTINASI,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,7,ÇORLİ,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,8,KRALİÇE NONİKA,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
4. Koşu,9,WORKIN LADY,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
5. Koşu,1,SELLY SON,Takipçi,Orta Grup,5.770,1.019,0.664,Yüksek Tempo,0.531033,1.846
5. Koşu,2,LEJUR,Takipçi,,5.810,1.012,0.663,Yüksek Tempo,0.529599,1.832
5. Koşu,3,YAZ,Takipçi,Orta Grup,5.870,1.002,0.660,Yüksek Tempo,0.448840,1.811
5. Koşu,4,PERFECT FLIGHT,Takipçi,,5.850,1.005,0.661,Yüksek Tempo,0.448725,1.818
5. Koşu,5,MAMBA FOREVER,Takipçi,,5.940,0.990,0.658,Yüksek Tempo,0.446801,1.787
5. Koşu,6,ROSSO E BIANCO,Takipçi,,6.010,0.978,0.655,Yüksek Tempo,0.445344,1.764
5. Koşu,7,ASALTIN,Takipçi,Sprinter,5.810,1.012,0.048,Yüksek Tempo,0.418802,2.010
5. Koşu,8,CAZATOR DE OSOS,Takipçi,Önde Kaçan,5.820,1.010,1.493,Yüksek Tempo,0.349117,1.587
5. Koşu,9,STRAKHOV,Takipçi,Önde Kaçan,5.910,0.995,1.486,Yüksek Tempo,0.346769,1.556
5. Koşu,10,MİKEA,Orta Grup,Takipçi,5.900,0.997,0.396,Yüksek Tempo,0.297787,1.878
5. Koşu,11,GRAVITY OF LOVE,Orta Grup,Takipçi,6.070,0.969,0.392,Yüksek Tempo,0.294494,1.822
5. Koşu,12,PETITE LOUVE,Orta Grup,Sprinter,5.970,0.985,-0.609,Yüksek Tempo,0.154577,1.970
5. Koşu,13,COLTON,Sprinter,Orta Grup,5.840,1.007,-1.022,Yüksek Tempo,0.140194,2.014
5. Koşu,14,CUCURELLA,Önde Kaçan,,5.780,1.017,1.388,Yüksek Tempo,-0.007311,1.632
5. Koşu,15,İSPANOZ,Önde Kaçan,,5.850,1.005,1.382,Yüksek Tempo,-0.009126,1.608
6. Koşu,1,KOŞBAŞAR,Takipçi,,7.060,1.020,0.664,Orta Tempo,0.503081,
6. Koşu,2,YILDIZ SOY,Takipçi,,7.110,1.013,0.663,Orta Tempo,0.502313,
6. Koşu,3,BALATÜRK,Takipçi,,7.150,1.008,0.662,Orta Tempo,0.501707,
6. Koşu,4,SEVDİREN,Takipçi,,7.330,0.983,0.656,Orta Tempo,0.499061,
6. Koşu,5,HAYLAZKIZ,Takipçi,Orta Grup,7.100,1.015,0.663,Orta Tempo,0.467363,
6. Koşu,6,ÇÖL FATİHİ,Takipçi,,7.410,0.972,0.563,Orta Tempo,0.388767,
6. Koşu,7,KUZGUNLAR,Sprinter,Takipçi,7.330,0.983,-0.621,Orta Tempo,0.378705,
6. Koşu,8,MUNİSHANIM,Sprinter,Takipçi,7.350,0.980,-0.620,Orta Tempo,0.378528,
6. Koşu,9,GÖKTÜRK BEY,Orta Grup,Takipçi,6.970,1.034,0.400,Orta Tempo,0.293009,
6. Koşu,10,TEKOŞEN,Orta Grup,Takipçi,7.180,1.003,0.396,Orta Tempo,0.210028,
6. Koşu,11,MURJAN,Sprinter,Orta Grup,7.090,1.016,-1.025,Orta Tempo,0.158146,
6. Koşu,12,MAHÇİÇEK,Sprinter,Orta Grup,7.110,1.013,-1.024,Orta Tempo,0.157993,
6. Koşu,13,TEKFORD ACL,Sprinter,Orta Grup,7.220,0.998,-1.019,Orta Tempo,0.157163,
6. Koşu,14,KURUŞUN GÜCÜ,Orta Grup,,7.000,1.029,0.000,Orta Tempo,0.104747,
6. Koşu,15,DERBAS,Sprinter,,7.640,0.943,-0.861,Orta Tempo,0.103339,
6. Koşu,16,ZELİŞSU,Sprinter,Orta Grup,7.170,1.005,-1.022,Orta Tempo,0.077537,
6. Koşu,17,KARA ONUR,Orta Grup,Sprinter,7.310,0.985,-0.609,Orta Tempo,0.030649,
6. Koşu,18,NEFESVEREN,Önde Kaçan,,7.140,1.009,1.384,Orta Tempo,-0.028108,
7. Koşu,1,RODYUM,Takipçi,Orta Grup,6.240,1.000,0.660,Yüksek Tempo,0.504139,1.807
7. Koşu,2,DİDİ LAZİ,Takipçi,Orta Grup,6.450,0.967,0.653,Yüksek Tempo,0.500223,1.742
7. Koşu,3,KAVALA GÜCÜ,Takipçi,,6.100,1.023,0.665,Yüksek Tempo,0.441446,1.853
7. Koşu,4,ZORRO,Takipçi,Orta Grup,6.100,1.023,0.665,Yüksek Tempo,0.426898,1.853
7. Koşu,5,GORTAN,Takipçi,Orta Grup,6.100,1.023,0.665,Yüksek Tempo,0.426898,1.853
7. Koşu,6,SMART ELA,Takipçi,Önde Kaçan,6.700,0.931,1.252,Yüksek Tempo,0.207712,1.428
7. Koşu,7,SELLYBOY,Orta Grup,,6.170,1.011,0.000,Yüksek Tempo,0.154037,2.022
7. Koşu,8,FLASH OVER,Orta Grup,,6.170,1.011,0.000,Yüksek Tempo,0.154037,2.022
7. Koşu,9,OHIO MAN,Orta Grup,,6.230,1.001,0.000,Yüksek Tempo,0.153069,2.003
7. Koşu,10,MARION,Orta Grup,,6.210,1.005,0.000,Yüksek Tempo,0.073389,2.009
7. Koşu,11,ROZERYA,Sprinter,Orta Grup,6.150,1.014,-1.025,Yüksek Tempo,0.070253,2.029
8. Koşu,1,SHAWSHANK,Takipçi,Orta Grup,6.010,1.010,0.662,Yüksek Tempo,0.591249,1.827
8. Koşu,2,BEYOND THE FIRE,Takipçi,,5.970,1.017,0.663,Yüksek Tempo,0.505284,1.841
8. Koşu,3,ORGANIZATION,Takipçi,,6.100,0.995,0.659,Yüksek Tempo,0.502618,1.797
8. Koşu,4,NINE TREES,Orta Grup,Takipçi,5.980,1.015,0.398,Yüksek Tempo,0.485577,1.914
8. Koşu,5,ANGEL ON THE WING,Takipçi,Önde Kaçan,5.960,1.018,1.497,Yüksek Tempo,0.485440,1.603
8. Koşu,6,THE JAZZ SINGER,Orta Grup,Takipçi,6.090,0.997,0.396,Yüksek Tempo,0.483474,1.878
8. Koşu,7,IŞILS A MELİNA,Orta Grup,Takipçi,6.160,0.985,0.394,Yüksek Tempo,0.482175,1.855
8. Koşu,8,STEEL STRONG,Takipçi,Sprinter,6.050,1.003,0.048,Yüksek Tempo,0.434608,1.992
8. Koşu,9,RECUERDAME,Orta Grup,,6.360,0.954,0.000,Yüksek Tempo,0.335299,1.908
8. Koşu,10,MY BOY GÖKSU,Sprinter,Orta Grup,6.010,1.010,-1.023,Yüksek Tempo,-0.071924,2.020
9. Koşu,1,ANTIGONIA,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,2,ENAPAY,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,3,KÖSTENCELİ BEY,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,4,POURING,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,5,RULER MAN,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,6,DUM SPIRO SPERO,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,7,HOLD ON TO LIFE,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,8,LO SIENTO BB,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,9,NALDÖKEN,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
9. Koşu,10,SUGAR STORM,Bilinmiyor,,1.000,1.000,0.000,Orta Tempo,0.620000,
10. Koşu,1,AVANOS EFESİ,Takipçi,,6.790,1.004,0.661,Orta Tempo,0.509291,
10. Koşu,2,ŞİMŞEKKIRAN,Takipçi,,6.620,1.030,0.666,Orta Tempo,0.432175,
10. Koşu,3,TAYKUTUN OĞLU,Takipçi,,6.740,1.012,0.662,Orta Tempo,0.430124,
10. Koşu,4,GÜMÜŞBİKE,Takipçi,,6.770,1.007,0.662,Orta Tempo,0.429622,
10. Koşu,5,CEBELTUNA,Takipçi,,6.910,0.987,0.657,Orta Tempo,0.427340,
10. Koşu,6,FİKRET ABİ,Orta Grup,Takipçi,6.590,1.035,0.400,Orta Tempo,0.325194,
10. Koşu,7,DEMİRHAN TAYI,Orta Grup,Takipçi,6.710,1.016,0.398,Orta Tempo,0.323279,
10. Koşu,8,GÜLEYCANOĞLU,Takipçi,,7.390,0.923,0.554,Orta Tempo,0.311158,
10. Koşu,9,GÜRGÖKBEY,Sprinter,Takipçi,6.580,1.036,-0.631,Orta Tempo,0.280552,
10. Koşu,10,FIRTINA AKSU,Sprinter,Takipçi,6.760,1.009,-0.626,Orta Tempo,0.278588,
10. Koşu,11,SANCAR EFESİ,Orta Grup,Takipçi,6.850,0.996,0.395,Orta Tempo,0.241131,
10. Koşu,12,TAKİPSİZ,Orta Grup,Takipçi,6.910,0.987,0.339,Orta Tempo,0.214715,
10. Koşu,13,UÇANOĞLU GÜÇLÜBEY,Sprinter,,6.960,0.980,-1.014,Orta Tempo,0.167640,
10. Koşu,14,TERCAN HAN,Sprinter,,6.680,1.021,-1.027,Orta Tempo,0.090047,
10. Koşu,15,ZİNAMIN,Orta Grup,,6.720,1.015,0.000,Orta Tempo,0.053798,
10. Koşu,16,EYBERK,Orta Grup,,6.850,0.996,0.000,Orta Tempo,0.052047,
10. Koşu,17,HANENKIZ,Önde Kaçan,,7.110,0.959,1.362,Orta Tempo,-0.109915,
